184,Azumarill,E,E,E,E,E,T,E,E,T,T,E,E,C,E,E,E,T,E,C,C,E,C,C,C,C,C,E,E,T,T
185,Sudowoodo,C,C,C,T,T,T,T,C,S,T,E,C,C,C,C,E,T,T,S,T,C,C,C,T,T,T,C,C,C,C
186,Politoed,E,E,E,T,T,E,E,T,T,T,E,E,E,E,E,E,C,C,C,C,E,C,C,T,T,E,C,C,C,C
187,Hoppip,C,C,C,T,T,C,C,T,T,C,C,C,C,C,C,C,EvB,C,S,S,C,C,C,T,T,T,T,T,T,T,
188,Skiploom,C,C,C,T,T,E,E,T,S,E,C,C,E,C,C,E,EvB,E,E,E,E,E,E,T,T,T,T,T,T,T
189,Jumpluff,E,E,E,T,T,E,E,T,E,E,E,E,E,C,C,E,Ev,E,E,E,E,E,E,T,T,T,T,T,T,T
190,Aipom,C,C,C,Ev,Ev,Ev,Ev,C,S,T,C,C,C,C,C,T,T,T,B,B,C,T,T,C,C,C,T,T,C,C
191,Sunkern,C,C,C,Ev,Ev,Ev,Ev,C,T,T,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,T,T,T,T
192,Sunflora,E,E,E,EvE,EvE,EvE,EvE,E,S,T,E,E,E,E,E,E,C,C,E,E,E,T,T,E,E,E,T,T,T,T
193,Yanma,C,C,C,T,T,C,C,T,S,T,C,C,C,C,C,T,S,S,C,C,C,C,C,T,T,T,T,T,B,B
194,Wooper,C,C,C,T,T,C,T,C,T,C,C,C,C,C,C,C,T,C,S,S,C,B,B,T,T,C,T,T,B,B
195,Quagsire,C,C,C,T,T,E,T,C,S,E,C,C,C,C,C,E,T,E,E,E,E,C,C,T,T,E,T,T,C,C
196,Espeon,E,E,E,Ev,Ev,Ev,Ev,Ev,R,E,E,E,E,E,E,EvE,Ev,Ev,E,E,E,E,E,E,E,E,C,C,C,C
197,Umbreon,E,E,E,Ev,Ev,Ev,Ev,Ev,R,E,E,E,E,E,E,EvE,Ev,Ev,E,E,E,E,E,E,E,E,C,C,C,C
198,Murkrow,C,C,C,Ev,Ev,C,Ev,Ev,S,T,C,T,T,C,C,C,C,T,C,C,C,C,C,C,C,T,C,C,C,C
199,Slowking,E,E,E,EvE,EvE,EvE,E,EvE,T,T,T,E,E,E,E,E,C,C,E,E,E,E,E,E,E,T,E,E,C,C
200,Misdreavus,C,C,C,Ev,Ev,Ev,C,Ev,S,T,T,C,T,C,C,C,T,C,T,T,C,T,T,C,C,T,C,C,C,C
201,Unown,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,T,T,T,T,T,T,T,T,C,C,T,T,T,T,T
202,Wobbuffet,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,E,E,R,R,C,C,C,C,C,C,T,T,T,T,
203,Girafarig,C,C,T,C,C,T,T,C,T,T,C,C,C,C,C,C,T,T,C,C,C,T,T,C,C,C,T,T,T,T
204,Pineco,C,C,C,Ev,Ev,Ev,Ev,C,T,S,D,D,D,C,C,T,S,S,S,S,C,T,T,B,B,B,T,T,C,C
205,Forretress,E,E,E,EvE,EvE,EvE,EvE,E,S,E,E,E,E,E,E,T,E,E,E,E,E,T,T,C,C,C,T,T,E,E
206,Dunsparce,C,C,C,T,T,C,C,T,S,T,S,S,S,C,C,T,C,C,C,C,C,C,C,T,T,C,T,T,C,C,
207,Gligar,C,Ev,C,Ev,Ev,Ev,Ev,C,S,C,D,D,C,C,T,T,C,C,C,C,C,C,C,T,T,T,T,T,T,T
208,Steelix,E,E,E,T,T,E,E,T,T,T,C,C,C,C,C,E,E,E,C,C,E,R,R,E,E,E,T,T,E,E
209,Snubbull,C,C,C,Ev,Ev,Ev,Ev,C,T,T,S,S,S,C,C,T,T,T,B,B,C,C,C,T,T,C,B,B,C,C
210,Granbull,E,E,C,EvE,EvE,EvE,EvE,E,S,T,E,E,E,E,E,T,T,T,C,C,E,E,E,T,T,E,C,C,C,C
211,Qwilfish,C,C,C,Ev,Ev,C,Ev,Ev,S,T,C,C,C,C,C,T,C,C,C,C,C,C,C,T,T,T,T,T,T,T
212,Scizor,E,E,E,EvE,EvE,E,EvE,EvE,T,E,E,Ev,E,E,E,T,Ev,Ev,Ev,Ev,E,E,E,T,T,T,E,E,E,E
213,Shuckle,C,C,C,Ev,Ev,Ev,Ev,C,S,R,D,D,D,C,C,T,C,C,C,C,C,C,C,T,T,C,T,T,T,T,
214,Heracross,C,C,C,C,C,C,C,C,S,T,C,C,C,C,C,T,C,C,C,C,C,Ev,C,C,C,C,T,T,C,C
215,Sneasel,C,C,C,Ev,Ev,Ev,C,Ev,S,T,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C
216,Teddiursa,C,Ev,C,Ev,Ev,Ev,Ev,C,T,S,D,D,D,T,C,T,T,T,R,R,C,B,B,T,T,C,T,T,T,T
217,Ursaring,C,EvE,C,EvE,EvE,EvE,EvE,E,S,E,D,D,D,T,C,T,T,T,E,E,E,C,C,T,T,E,T,T,T,T
218,Slugma,C,C,C,C,C,C,C,C,S,T,C,C,C,C,C,C,T,T,T,T,C,C,C,C,C,C,T,T,B,B
219,Magcargo,E,E,E,E,E,C,C,E,E,S,C,C,C,E,E,E,T,T,T,T,E,E,E,E,E,C,T,T,C,C
220,Swinub,C,C,C,T,T,C,C,T,T,S,S,S,C,C,C,C,B,B,B,B,C,B,B,T,T,B,C,C,C,C
221,Piloswine,E,E,E,T,T,E,E,T,S,E,E,E,C,E,E,E,C,C,C,C,E,C,C,T,T,C,E,E,E,E
222,Corsola,C,C,C,C,C,Ev,Ev,C,T,T,S,S,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
223,Remoraid,C,C,Ev,T,T,T,C,C,S,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,T,T,C,C
224,Octillery,E,E,EvE,T,T,T,E,E,E,T,C,C,C,E,E,C,C,C,C,C,E,C,C,C,C,C,T,T,C,C
225,Delibird,Ev,C,C,Ev,Ev,C,Ev,Ev,S,T,S,S,S,T,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C
226,Mantine,C,Ev,C,Ev,Ev,Ev,C,Ev,S,T,E,E,E,C,T,T,C,C,C,C,C,E,E,C,C,T,T,T,E,E
227,Skarmory,Ev,C,C,C,C,C,T,C,S,T,C,C,C,T,C,T,T,T,C,C,C,C,C,C,C,C,C,C,C,C
228,Houndour,C,C,C,Ev,Ev,Ev,Ev,C,T,S,T,B,C,C,C,C,S,T,T,T,C,C,T,T,T,T,T,T,C,T
229,Houndoom,E,E,E,EvE,EvE,EvE,EvE,E,S,E,T,C,E,C,C,E,E,T,T,T,E,E,T,T,T,T,T,T,C,T
230,Kingdra,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,E,C,C,C,C,E,E,E,E,E,T,E,E,E,E
231,Phanpy,Ev,C,C,C,C,C,C,C,T,C,S,S,S,C,T,T,T,T,R,R,C,T,T,B,B,C,T,T,T,T,
232,Donphan,EvE,C,C,E,E,E,E,E,T,E,E,E,E,C,T,T,T,T,E,E,E,T,T,C,C,E,T,T,T,T
233,Porygon2,E,E,E,T,T,E,E,T,T,T,E,E,E,E,E,T,EvE,E,DRE,DRE,T,T,T,E,E,T,E,E,E,E
234,Stantler,C,C,C,Ev,Ev,Ev,Ev,C,S,T,T,C,C,C,C,C,C,C,T,T,C,T,T,C,C,T,T,T,T,T
235,Smeargle,C,C,C,Ev,Ev,Ev,Ev,C,S,T,C,C,C,C,C,T,S,S,Ev,Ev,C,C,C,Ev,Ev,C,C,C,C,C
236,Tyrogue,R,R,R,T,T,B,B,T,T,T,C,C,C,R,R,T,S,S,EvB,EvB,C,T,T,C,C,C,T,T,T,T
237,Hitmontop,E,E,E,T,T,B,B,T,S,T,E,E,E,E,E,T,E,E,Ev,Ev,E,T,T,E,E,E,T,T,T,T
238,Smoochum,B,B,R,T,T,B,B,T,T,T,S,S,C,B,B,C,B,B,DR,DR,C,C,C,T,T,T,T,T,C,C,
239,Elekid,B,B,R,EvB,EvB,B,EvB,EvB,T,R,D,D,B,B,B,C,EvB,C,T,C,C,B,B,C,C,B,C,C,C,C
240,Magby,B,B,R,EvB,EvB,EvB,B,EvB,T,T,D,D,B,B,B,C,EvB,C,C,T,C,B,B,C,C,B,C,C,C,C
241,Miltank,C,C,C,T,T,T,T,C,S,T,C,C,C,C,C,T,T,T,T,T,C,C,C,Ev,Ev,T,C,C,C,C
242,Blissey,E,E,E,EvE,EvE,E,E,EvE,T,E,E,E,E,E,E,EvE,Ev,E,E,E,E,E,E,E,E,E,E,E,C,C
243,Raikou,C,C,C,Ev,Ev,C,C,Ev,S,T,Ev,Ev,Ev,C,C,T,T,T,T,T,T,T,T,C,C,T,T,Ev,C,Ev
244,Entei,C,C,C,Ev,Ev,C,C,Ev,S,T,Ev,Ev,Ev,C,C,T,T,T,T,T,T,T,T,C,C,T,Ev,T,Ev,C
245,Suicune,C,C,C,Ev,Ev,C,C,Ev,S,T,Ev,Ev,Ev,C,C,T,T,T,T,T,T,T,T,C,C,T,T,T,C,C
246,Larvitar,C,C,C,EvB,EvB,C,C,EvB,T,R,C,T,S,C,C,T,B,B,B,B,C,T,B,EvB,EvB,B,T,T,C,C
247,Pupitar,E,E,C,EvB,EvB,E,E,EvB,T,E,E,T,E,C,C,T,C,C,C,C,E,T,C,EvB,EvB,C,T,T,E,E
248,Tyranitar,E,E,E,Ev,Ev,E,E,Ev,S,E,E,T,E,E,E,T,C,C,C,C,E,Ev,E,Ev,Ev,E,T,T,E,E
249,Lugia,C,C,C,Ev,Ev,EV,EV,EV,T,S,T,T,T,C,C,T,T,T,DR,DR,T,Ev,Ev,Ev,C,T,Ev,Ev,Ev,C
250,Ho-Oh,C,C,C,Ev,Ev,EV,EV,EV,R,T,T,T,T,C,C,T,T,T,DR,DR,T,T,T,C,Ev,T,Ev,Ev,C,T
251,Celebi,Ev,Ev,C,Ev,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,Ev,T,T,T,T,T,T,Ev,Ev,Ev,Ev,T,Ev,Ev,Ev,Ev
