011,Metapod,C,C,C,C,C,C,C,T,T,C,C,T,T,T,D,D,D,C,C,T,T,C,T,B,B,E,C,T,T,B,C,C,C,C,C,C
012,Butterfree,E,E,E,E,C,C,C,T,T,E,E,T,T,S,E,E,E,C,C,T,T,C,T,C,C,E,E,T,T,C,C,C,C,C,C,E
013,Weedle,C,C,C,T,C,C,C,T,T,C,C,T,T,T,D,D,D,C,C,T,B,T,B,T,B,C,C,B,B,B,T,T,B,B,C,C
014,Kakuna,C,C,C,T,C,C,C,T,T,C,C,T,T,T,D,D,D,C,C,T,C,T,B,T,B,C,E,C,C,C,T,T,B,B,C,C
015,Beedrill,E,E,E,T,C,C,C,T,T,E,E,T,T,S,E,E,E,C,C,T,C,T,C,T,C,E,E,E,E,E,T,T,C,C,E,C
016,Pidgey,C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,C,C,C,C,EvB,C,EvB,EvB,C,C,C,B,B,C,T,T,B,B,C,C
017,Pidgeotto,C,C,C,C,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,E,EvB,E,EvB,EvB,E,E,E,C,C,E,T,T,B,B,C,C
018,Pidgeot,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,E,Ev,E,Ev,Ev,E,E,E,E,E,E,T,T,C,C,C,C
019,Rattata,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,B,B,C,C,C,T,T,C,C,T,C,C,C,C,C,C
020,Raticate,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,E,C,C,C,C,E,T,T,C,C,T,C,C,C,C,C,C
021,Spearow,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,C,B,B,B,B,C,B,B,T,T,C,C,C,C,C,C,C
022,Fearow,C,C,C,C,C,C,C,T,T,C,C,T,T,E,C,C,C,C,C,E,C,C,S,S,E,C,C,T,T,E,C,C,C,C,C,C
023,Ekans,C,T,T,T,R,C,C,Ev,Ev,C,Ev,Ev,T,T,D,D,D,C,C,T,T,T,T,T,C,C,C,T,T,T,T,T,C,C,T,C
024,Arbok,C,T,T,T,E,C,C,EvE,EvE,C,EvE,EvE,T,S,D,D,D,C,C,T,T,T,T,T,E,C,C,T,T,T,T,T,R,R,T,C
025,Pikachu,C,C,C,R,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,Ev,Ev,Ev,Ev,T,C,C,C,C,C,C,C,C,C,C,C
026,Raichu,C,C,C,EvE,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,E,EvE,EvE,EvE,EvE,T,E,E,E,E,E,E,E,E,E,E,E
027,Sandshrew,T,C,C,C,C,R,C,C,C,Ev,C,C,T,C,D,D,D,C,C,T,B,B,C,C,C,B,B,C,C,C,T,C,T,C,C,T
028,Sandslash,T,C,C,C,C,E,C,E,E,EvE,C,E,T,E,D,D,D,C,C,T,C,C,C,C,E,C,C,E,E,E,T,E,T,E,E,T
029,Nidoran♀,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,T,C,C,C,C,C,C,T,T,T,T,T,EvB,EvB,C,C
030,Nidorina,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,E,T,E,E,E,E,C,C,T,T,T,T,T,EvB,EvB,C,C
031,Nidoqueen,E,E,E,E,E,E,E,T,T,E,E,T,T,T,E,E,E,E,E,E,T,E,E,E,E,E,E,T,T,T,T,T,EvB,EvB,C,C
032,Nidoran♂,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,T,C,C,C,C,C,C,T,T,T,T,T,EvB,EvB,C,C
033,Nidorino,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,E,T,E,E,E,E,C,C,T,T,T,T,T,EvB,EvB,C,C
034,Nidoking,E,E,E,E,E,E,E,T,T,E,E,T,T,T,E,E,E,E,E,E,T,E,E,E,E,E,E,T,T,T,T,T,Ev,Ev,C,C
035,Clefairy,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,C,C,C,C,E,T,T,C,C,C,C,C,C,C,C,C
036,Clefable,E,E,R,E,E,E,E,T,T,E,E,T,T,T,E,E,E,E,E,E,C,C,C,C,E,T,T,E,E,E,E,E,E,E,C,C
037,Vulpix,T,C,T,R,T,C,T,C,C,Ev,C,C,T,S,D,D,D,T,C,T,C,C,C,C,C,T,T,C,C,B,C,Ev,C,T,T,C
038,Ninetales,T,E,T,E,T,E,T,E,E,EvE,E,E,T,E,E,E,E,T,E,T,C,C,C,C,E,T,T,E,E,C,E,EvE,E,T,T,C
039,Jigglypuff,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,C,C,C,C,C,C,C
040,Wigglytuff,C,C,C,C,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,E,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E
041,Zubat,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,B,B,C,C,C,C,C,C,C,T,C,C,C,C,C,C
042,Golbat,C,C,C,C,C,C,C,C,C,C,C,C,T,E,C,C,C,C,C,C,C,C,C,C,E,E,E,C,C,T,C,C,C,C,C,C
043,Oddish,C,T,C,C,C,C,C,C,C,C,Ev,C,T,T,C,C,C,C,C,C,T,C,T,T,C,C,C,C,C,C,T,T,T,T,C,T
044,Gloom,C,T,C,C,C,C,C,C,C,C,EvE,C,T,T,C,C,C,C,C,C,T,E,T,T,E,E,E,C,C,C,T,T,T,T,C,T
045,Vileplume,E,T,E,E,E,E,E,E,E,E,EvE,E,T,T,E,E,E,E,E,E,T,E,T,T,E,E,E,E,E,E,T,T,T,T,C,T
046,Paras,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,C,T,S,T,T,C,T,T,C,C,C,C,C,C,C,C,C
047,Parasect,C,C,C,C,E,E,C,T,T,C,C,T,T,E,E,E,E,C,C,E,T,E,T,T,E,T,T,E,E,E,E,E,C,C,E,E
048,Venonat,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,B,B,C,C,C,T,T,B,B,B,T,T,T,T,C,C
049,Venomoth,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,E,C,C,E,E,E,T,T,C,C,C,T,T,T,T,C,C
050,Diglett,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,T,T,T,T,T,C,B,B,C,C,B,C,C,C,C,C,C
051,Dugtrio,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,T,T,T,T,T,E,C,C,E,E,C,C,C,C,C,C,C
052,Meowth,T,C,C,T,T,C,C,Ev,Ev,C,C,R,T,S,C,C,C,T,C,C,T,T,R,R,C,T,T,B,B,T,C,C,C,C,T,C
053,Persian,T,E,E,T,T,C,C,EvE,EvE,C,C,E,T,E,E,E,E,T,C,E,T,T,E,E,E,T,T,C,C,T,E,E,C,C,R,E
054,Psyduck,C,C,C,C,C,C,C,C,C,C,Ev,C,T,T,C,C,C,C,C,C,B,B,C,C,C,C,C,C,C,T,C,C,C,C,C,C
055,Golduck,C,C,E,C,C,C,C,C,C,C,EvE,C,T,S,C,C,C,C,C,E,C,C,C,C,E,E,E,E,E,T,C,C,C,C,C,C
056,Mankey,C,T,T,C,C,T,T,T,T,C,C,T,T,T,C,C,C,C,T,T,S,S,R,R,C,T,T,C,C,C,C,C,C,C,C,T
057,Primeape,E,T,T,C,C,T,T,T,T,C,C,T,T,S,C,C,C,C,T,T,E,E,E,E,E,T,T,E,E,E,C,C,C,C,E,T
058,Growlithe,C,T,C,C,C,T,C,Ev,Ev,C,Ev,Ev,T,S,D,D,D,C,T,T,T,T,C,C,C,T,T,C,C,C,C,C,C,C,C,T
059,Arcanine,E,T,E,E,E,T,E,EvE,EvE,E,EvE,EvE,T,E,E,E,E,E,T,T,T,T,E,E,E,T,T,E,E,E,E,E,E,E,C,R
060,Poliwag,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T,B,C,C,C,C,C,C
061,Poliwhirl,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,E,C,C,C,C,E,C,C,T,T,C,R,R,C,C,C,C
062,Poliwrath,E,E,E,E,E,E,E,T,T,E,E,T,T,S,E,E,E,E,E,E,C,C,C,C,E,C,C,T,T,E,C,C,C,C,C,C
063,Abra,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,T,C,B,B,C,C,C,C,C,C,C,C,C,C,C,C
064,Kadabra,C,C,C,C,C,C,C,E,E,C,C,E,T,T,C,C,C,C,C,E,T,E,B,B,E,E,E,E,E,E,C,C,E,E,C,C
065,Alakazam,E,E,E,E,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,E,T,E,R,R,E,E,E,E,E,E,E,E,E,E,E,E
066,Machop,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,EvB,C,T,T,C,C,C,C,C,B,C,C,C,C,C,C
067,Machoke,C,C,C,C,C,C,C,E,E,C,C,E,T,T,C,C,C,C,C,E,Ev,E,T,T,E,E,E,E,E,C,C,C,C,C,C,C
068,Machamp,E,E,E,R,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,E,EvE,E,T,T,E,E,E,E,E,E,E,E,E,E,E,E
069,Bellsprout,T,C,T,C,C,C,C,Ev,Ev,Ev,C,Ev,T,T,C,C,C,C,C,C,T,C,T,T,C,C,C,T,T,T,C,C,T,T,T,C
070,Weepinbell,T,C,T,C,C,C,C,EvE,EvE,EvE,C,EvE,T,S,C,C,C,C,C,C,T,E,T,T,E,C,C,T,T,T,E,E,T,T,T,C
071,Victreebel,T,E,T,E,E,E,E,EvE,EvE,EvE,E,EvE,T,E,E,E,E,E,E,E,T,E,T,T,E,E,E,T,T,T,E,E,T,T,T,C
072,Tentacool,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,T,T,T,T,C,C,C,C,C,T,C,C,C,C,C,C
073,Tentacruel,E,E,E,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,E,T,T,T,T,E,E,E,C,C,T,C,C,C,C,C,C
074,Geodude,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,B,B,T,T,C,C,C,C,C,T,C,C,B,B,C,C
075,Graveler,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,E,C,C,T,T,E,C,C,C,C,T,C,C,C,C,C,C
076,Golem,E,E,R,E,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,E,E,E,T,T,E,E,E,E,E,T,R,R,E,E,E,E
077,Ponyta,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,B,B,T,T,C,T,T,C,C,C,T,T,T,T,C,C
078,Rapidash,E,E,C,E,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,E,C,C,T,T,E,T,T,E,E,E,T,T,T,T,C,C
079,Slowpoke,C,C,C,C,C,C,C,Ev,Ev,Ev,C,Ev,T,T,T,C,C,C,C,C,C,C,S,S,C,C,C,C,C,T,C,C,C,C,C,C
080,Slowbro,C,C,C,C,C,C,C,EvE,EvE,EvE,C,EvE,T,T,T,E,E,C,C,E,C,C,E,E,E,E,E,E,E,T,C,C,C,C,C,C
081,Magnemite,C,C,C,C,C,C,C,C,C,C,C,C,T,T,S,S,C,C,C,C,T,C,C,C,C,B,B,C,C,B,C,C,C,C,C,C
082,Magneton,C,C,C,C,E,E,R,C,C,C,C,C,T,S,E,E,C,C,C,E,T,E,C,C,E,C,C,E,E,C,E,E,E,E,C,C
083,Farfetch'd,R,R,R,C,C,C,C,T,T,R,R,T,T,S,S,S,S,C,C,T,S,S,S,S,C,C,C,T,T,C,T,T,T,T,C,C
084,Doduo,C,C,C,C,C,C,C,C,C,C,C,C,T,T,S,S,S,C,C,C,S,S,S,S,C,C,C,C,C,C,T,T,T,T,C,C
085,Dodrio,C,C,C,C,C,C,C,C,C,E,E,C,T,S,E,E,E,C,C,E,E,E,E,E,E,E,E,E,E,E,T,T,T,T,C,C
086,Seel,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,T,B,C,C,C,C,C,C,C,C,T,T,C,C,B,T,T,C,C,C,C
087,Dewgong,C,C,C,C,E,E,E,T,T,C,C,T,T,E,C,T,C,C,C,E,C,C,C,C,E,T,T,C,C,C,T,T,E,E,C,C
088,Grimer,C,C,C,C,C,C,C,C,C,C,C,C,T,S,C,C,C,C,C,C,T,T,C,C,C,T,T,C,C,B,C,C,C,C,C,T
089,Muk,C,C,C,C,C,C,C,E,E,E,C,E,T,E,E,E,E,C,C,E,T,T,C,C,E,T,T,E,E,C,E,E,E,E,C,T
090,Shellder,C,C,C,C,C,C,C,Ev,Ev,C,Ev,Ev,T,S,C,C,C,C,C,C,C,C,C,C,C,T,C,T,T,B,C,C,C,C,C,C
091,Cloyster,E,E,E,E,E,E,E,EvE,EvE,E,EvE,EvE,T,E,E,E,E,E,E,E,C,C,C,C,E,T,C,T,T,C,E,E,E,E,C,C
092,Gastly,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,EvB,C,T,T,C,B,B,EvB,EvB,T,C,C,C,C,C,C
093,Haunter,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,Ev,E,T,T,E,C,C,EvB,EvB,T,C,C,C,C,C,C
094,Gengar,E,E,R,E,E,E,E,T,T,E,E,T,T,T,D,D,D,E,E,E,EvE,E,T,T,E,E,E,Ev,Ev,T,C,C,C,C,E,E
095,Onix,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C
096,Drowzee,C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,T,T,T,B,B,C,T,T,B,B,C,C,C,C,C,C,C
097,Hypno,C,C,C,E,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,T,T,T,S,S,E,T,T,C,C,E,C,C,C,C,E,E
098,Krabby,C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,C,C,C,C,C,C,T,T,C,C,C,T,T,T,T,C,C
099,Kingler,C,C,C,C,C,C,C,T,T,E,C,T,T,T,E,E,E,C,C,E,C,C,C,C,E,T,T,E,E,E,T,T,T,T,C,C
100,Voltorb,C,C,C,C,C,C,C,C,C,C,C,C,T,S,S,S,S,C,C,C,T,T,T,T,C,B,B,C,C,T,T,T,B,B,C,C
101,Electrode,C,C,C,C,C,C,C,C,C,C,C,C,T,E,E,E,E,C,C,E,T,T,T,T,E,C,C,C,C,T,T,T,C,C,C,C
102,Exeggcute,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,S,S,T,T,C,C,C,T,T,T,C,C,C,C,C,C
103,Exeggutor,E,E,E,E,E,E,E,T,T,E,E,T,T,S,E,E,E,E,E,E,E,E,T,T,E,E,E,T,T,T,C,C,C,C,C,C
104,Cubone,C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,B,B,B,T,T,C,C,C,T,T,B,C,C,C,C,C,C
105,Marowak,C,C,C,C,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,C,C,C,T,T,E,E,E,T,T,C,E,E,E,E,E,E
106,Hitmonlee,R,R,R,R,E,E,E,T,T,R,R,T,T,S,E,E,E,E,E,T,E,E,EvB,EvB,E,T,T,E,E,E,T,T,T,T,C,C
107,Hitmonchan,R,R,R,R,E,E,E,T,T,R,R,T,T,S,E,E,E,E,E,T,E,E,EvB,EvB,E,T,T,E,E,E,T,T,T,T,C,C
108,Lickitung,R,R,C,C,C,C,C,T,T,R,R,T,T,S,S,S,C,C,C,T,C,C,C,C,C,C,C,T,T,T,T,T,C,C,C,C
109,Koffing,C,C,C,T,C,C,C,C,C,C,C,C,T,T,B,B,C,C,C,C,T,T,C,C,C,T,T,C,C,T,T,T,T,T,T,C
110,Weezing,C,C,C,T,E,E,C,E,E,C,E,E,T,T,C,C,C,C,C,C,T,T,C,C,E,T,T,E,E,T,T,T,T,T,T,C
111,Rhyhorn,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,T,C,R,R,C,C,C,C,C,B,C,C,C,C,C,C
112,Rhydon,C,C,C,C,R,R,C,E,E,E,E,E,T,S,C,C,C,C,C,E,T,E,E,E,E,E,E,E,E,C,E,E,E,E,C,C
113,Chansey,C,C,C,C,C,C,C,Ev,Ev,C,C,Ev,T,S,C,C,C,C,C,EvE,EvB,E,E,E,C,T,T,E,E,C,C,C,C,C,C,C
114,Tangela,C,C,C,C,C,C,C,T,T,C,C,T,T,S,Ev,Ev,C,C,C,C,C,C,C,C,C,T,T,C,C,C,T,T,T,T,C,C
115,Kangaskhan,C,C,R,C,C,C,C,Ev,Ev,C,C,Ev,T,S,C,C,C,C,C,C,C,C,T,T,C,C,C,Ev,Ev,T,C,C,C,C,C,C
116,Horsea,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C
117,Seadra,C,C,C,C,C,C,C,E,E,C,E,E,T,T,C,C,C,C,C,E,C,C,C,C,E,C,C,C,C,T,E,E,E,E,C,C
118,Goldeen,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C
119,Seaking,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,E,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C
120,Staryu,C,C,C,C,C,C,C,C,C,Ev,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,T,C,C,C,C,C,C
121,Starmie,E,E,E,E,E,E,E,E,E,EvE,E,E,T,S,E,E,E,E,E,E,C,C,C,C,E,C,T,E,E,T,C,C,C,C,C,C
122,Mr. Mime,R,R,R,R,C,C,C,T,T,R,R,T,T,S,C,E,C,C,C,E,T,T,T,S,C,C,C,T,T,T,T,T,C,C,C,C
123,Scyther,C,T,C,C,C,C,C,Ev,Ev,C,Ev,Ev,T,S,C,EvB,C,C,C,T,Ev,Ev,EvB,EvB,C,C,C,T,T,T,C,C,C,C,C,T
124,Jynx,R,R,C,T,C,C,C,T,T,R,R,T,T,T,E,E,C,C,C,E,C,C,DRE,DRE,E,C,C,T,T,T,T,T,C,C,C,C
125,Electabuzz,C,T,T,T,C,C,C,Ev,Ev,C,Ev,Ev,T,S,E,E,C,C,C,E,Ev,E,T,E,E,T,T,E,E,C,C,C,C,C,C,C
126,Magmar,T,C,T,T,C,C,C,Ev,Ev,Ev,C,Ev,T,S,E,E,C,C,C,E,Ev,E,E,T,E,T,T,E,E,C,C,C,C,C,C,C
127,Pinsir,T,C,C,C,C,C,C,C,C,T,C,C,T,S,T,C,S,C,C,T,C,C,C,C,C,C,Ev,C,C,C,C,C,C,C,T,C
128,Tauros,C,C,R,C,C,C,C,Ev,Ev,C,C,Ev,T,S,C,C,C,C,C,C,T,T,T,T,C,C,C,T,T,T,C,C,C,C,C,C
129,Magikarp,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,R,R,C,C,C,C,C,C,C,B,C,C,C,C,C,C
130,Gyarados,E,E,E,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,E,E,E,C,C,E,C,C,C,C,C,C,C,E,E,C,C
131,Lapras,R,R,R,R,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,T,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C
132,Ditto,C,C,C,C,C,C,C,T,T,C,C,C,T,T,C,C,C,C,C,T,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C
133,Eevee,R,R,R,R,R,R,R,T,T,R,R,T,T,R,C,C,C,R,R,Ev,Ev,Ev,C,C,C,C,C,C,C,C,C,C,C,C,C,C
134,Vaporeon,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,EvE,Ev,Ev,E,E,E,E,E,E,E,E,E,E,E,E,E,E
135,Jolteon,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,EvE,Ev,Ev,E,E,E,E,E,E,E,E,E,E,E,E,E,E
136,Flareon,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,EvE,Ev,Ev,E,E,E,E,E,E,E,E,E,E,E,E,E,E
137,Porygon,R,R,R,R,R,R,R,T,T,R,R,T,T,T,C,C,C,R,R,T,Ev,C,DR,DR,T,T,T,C,C,T,R,R,R,R,C,C
138,Omanyte,R,R,R,R,Ev,Ev,Ev,T,T,R,R,T,T,T,R,R,R,R,T,T,R,R,R,R,C,T,R,T,R,T,T,T,R,R,R,R
139,Omastar,E,E,E,E,EvE,EvE,EvE,T,T,E,E,T,T,T,E,E,E,E,T,T,E,E,E,E,E,T,E,T,E,T,T,T,E,E,E,E
140,Kabuto,R,R,R,R,Ev,Ev,Ev,T,T,R,R,T,T,T,R,R,R,T,R,T,R,R,R,R,C,T,R,R,T,T,T,T,R,R,R,R
141,Kabutops,E,E,E,E,EvE,EvE,EvE,T,T,E,E,T,T,T,E,E,E,T,E,T,E,E,E,E,E,T,E,E,T,T,T,T,E,E,E,E
142,Aerodactyl,R,R,R,R,R,R,R,T,T,R,R,T,T,T,R,R,R,R,R,T,R,R,R,R,C,R,R,R,R,T,R,R,R,R,R,R
143,Snorlax,C,C,C,C,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,E,E,E,R,R,C,C,C,T,T,T,C,C,C,C,C,C
144,Articuno,C,C,C,C,Ev,Ev,Ev,Ev,Ev,C,C,Ev,T,S,T,T,C,C,C,T,T,T,T,T,T,C,C,Ev,Ev,T,T,T,C,C,C,C
145,Zapdos,C,C,C,C,Ev,Ev,Ev,Ev,Ev,C,C,Ev,T,S,T,T,C,C,C,T,T,T,T,T,T,C,C,Ev,Ev,T,T,T,C,C,C,C
146,Moltres,C,C,C,C,Ev,Ev,Ev,Ev,Ev,C,C,Ev,T,S,T,T,C,C,C,T,T,T,T,T,T,C,C,Ev,Ev,T,T,T,C,C,C,C
147,Dratini,C,C,C,C,C,C,C,EvB,EvB,C,C,EvB,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,EvB,EvB,B,C,C,C,C,C,C
148,Dragonair,E,E,R,C,C,C,C,EvB,EvB,C,C,EvB,T,T,C,C,C,C,C,E,C,C,C,C,E,C,C,EvB,EvB,C,C,C,C,C,C,C
149,Dragonite,E,E,E,E,E,E,E,Ev,Ev,E,E,Ev,T,S,E,E,E,E,E,E,C,C,C,C,E,E,E,Ev,Ev,E,C,C,C,C,C,C
150,Mewtwo,C,C,C,C,Ev,Ev,Ev,T,T,C,C,T,T,T,T,T,T,C,C,T,Ev,Ev,Ev,Ev,T,C,C,Ev,Ev,T,T,T,C,C,C,C
151,Mew,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,EV,T,T,Ev,Ev,Ev,Ev,Ev,T,T,T,T,T,T,Ev,Ev,Ev,Ev,T,Ev,Ev,T,T,Ev,Ev
